chrom	start	end	gene_name	strand	tss	mean_beta	n_cpg
chr5	149916082	149917082		+	149917082	0.36077568708642876	23
chr5	149940689	149941689		+	149941689	0.7678709223501312	20
chr5	149962762	149963762		+	149963762	0.7742252148087692	13
chr5	149964491	149965491		+	149965491	0.852150982427799	34
chr5	150029988	150030988		-	150030988	0.9521495768406525	12
chr5	150085185	150086185		-	150086185	0.006016068979031939	81
chr5	150079591	150080591		-	150080591	0.8863810296846012	28
chr5	150085370	150086370		+	150086370	0.0029931972789115626	70
chr5	150140450	150141450		-	150141450	0.7830793928432609	24
chr5	150175168	150176168		-	150176168	0.8025155060520153	33
chr5	150231506	150232506		-	150232506	0.7614272225359181	25
chr5	150238673	150239673		+	150239673	0.8877385939987661	33
chr5	150257623	150258623		+	150258623	0.8482112794612795	6
chr5	150265869	150266869		+	150266869	0.018673218673218677	37
chr5	150268380	150269380		+	150269380	0.025739814771137	86
chr5	150480347	150481347		-	150481347	0.8873049671126595	39
chr5	150468521	150469521		-	150469521	0.877601185193612	64
chr5	150496304	150497304		+	150497304	0.0847950195737277	88
chr5	150536200	150537200		-	150537200	0.014584181250847915	27
chr5	150536284	150537284		+	150537284	0.013088537478781378	41
chr5	150557596	150558596		-	150558596	0.8956687189634424	30
chr5	150564998	150565998		-	150565998	0.8023883442265795	11
chr5	150648957	150649957		-	150649957	0.8068198878839611	19
chr5	150629858	150630858		+	150630858	0.6264851774042951	12
chr5	150691448	150692448		-	150692448	0.7395833333333334	8
chr5	150702381	150703381		+	150703381	0.9145638365000949	79
chr5	150725668	150726668		+	150726668	0.8865730719897387	54
chr5	150825669	150826669		-	150826669	0.5304965236783419	33
chr5	150838444	150839444		-	150839444	0.9200367834286763	129
chr5	150876195	150877195		-	150877195	0.902129041969532	23
chr5	150892961	150893961		-	150893961	0.5836572408532982	32
chr5	150893237	150894237		+	150894237	0.26466417726965397	50
chr5	150948451	150949451		-	150949451	0.842955618758361	35
chr5	150957599	150958599		+	150958599	0.8007769944766848	45
chr5	150985273	150986273		-	150986273	0.002136752136752136	78
chr5	151021534	151022534		-	151022534	0.22151215901215904	37
chr5	151033320	151034320		+	151034320	0.8255576517239803	29
chr5	151079233	151080233		-	151080233	0.7708092099716141	23
chr5	151121508	151122508		+	151122508	0.8709753787878788	16
chr5	151152348	151153348		-	151153348	0.6082535436827041	11
chr5	151162473	151163473		-	151163473	0.8626495726495728	15
chr5	151196376	151197376		+	151197376	0.6582633053221288	7
chr5	151204763	151205763		-	151205763	0.7988305089366882	23
chr5	151236571	151237571		-	151237571	0.002747252747252746	52
chr5	151294528	151295528		-	151295528	0.0025510204081632642	56
chr5	151315915	151316915		-	151316915	0.7427993052698935	25
chr5	151314271	151315271		+	151315271	0.32482551232551227	37
chr5	151382018	151383018		+	151383018	0.9000878750878751	39
chr5	151402337	151403337		-	151403337	0.13123421717171718	16
chr5	151417571	151418571		-	151418571	0.02345679012345679	9
chr5	151440478	151441478		-	151441478	0.3464685466778451	41
chr5	151440732	151441732		+	151441732	0.3078514472336681	53
chr5	151482053	151483053		-	151483053	0.6444021628335354	51
chr5	151498353	151499353		+	151499353	0.1902533740769035	8
chr5	151513884	151514884		+	151514884	0.1159090909090909	4
chr5	151531670	151532670		-	151532670	0.6478752972174024	10
chr5	151556069	151557069		+	151557069	0.49368856633562513	17
chr5	151623171	151624171		-	151624171	0.8692708333333333	8
chr5	151693248	151694248		-	151694248	0.16063748079877113	31
chr5	151713396	151714396		-	151714396	0.8862250177996652	27
chr5	151711917	151712917		+	151712917	0.80049520635384	31
chr5	151762040	151763040		-	151763040	0.2698412698412698	12
chr5	151750081	151751081		+	151751081	0.8502598207475209	16
chr5	151789130	151790130		-	151790130	0.9340812724091093	22
chr5	151791129	151792129		+	151792129	0.07383281573498965	28
chr5	151841709	151842709		-	151842709	0.6951847416507563	22
chr5	151885528	151886528		-	151886528	0.6074109224109223	8
chr5	151857379	151858379		+	151858379	0.7199128032461366	9
chr5	151882564	151883564		+	151883564	0.5306589302387622	14
chr5	151974916	151975916		-	151975916	0.5722222222222222	4
chr5	151916679	151917679		-	151917679	0.6901960551120216	14
chr5	151918308	151919308		+	151919308	0.8158528091901203	39
chr5	152015555	152016555		-	152016555	0.8699578199578201	15
chr5	152132808	152133808		-	152133808	0.924952759658642	20
chr5	152060145	152061145		-	152061145	0.8925219941348972	62
chr5	152175916	152176916		+	152176916	0.7717687074829932	7
chr5	152192482	152193482		-	152193482	0.5436407255209776	14
chr5	152224896	152225896		-	152225896	0.7993614343459543	39
chr5	152214923	152215923		+	152215923	0.5582717282717282	5
chr5	152242563	152243563		-	152243563	0.7436955266955267	15
chr5	152296603	152297603		-	152297603	0.02721088435374149	42
chr5	152291050	152292050		+	152292050	0.9137308769661711	7
chr5	152304349	152305349		-	152305349	0.8805760570698652	20
chr5	152310156	152311156		-	152311156	0.00175438596491228	95
chr5	152309933	152310933		+	152310933	0.001474926253687315	113
chr5	152462867	152463867		-	152463867	0.07037612146307798	46
chr5	152386732	152387732		+	152387732	0.6629004329004329	10
chr5	152406579	152407579		-	152407579	0.3978758169934641	4
chr5	152413692	152414692		-	152414692	0.17989417989417986	3
chr5	152496904	152497904		+	152497904	0.5072008696049618	15
chr5	152861626	152862626		-	152862626	0.00625	10
chr5	152869635	152870635		+	152870635	0.10308441558441557	8
chr5	152937245	152938245		-	152938245	0.6385669885669886	28
chr5	153140884	153141884		+	153141884	0.025974025974025972	11
chr5	153504548	153505548		-	153505548	0.00925925925925925	12
chr5	154287590	154288590		+	154288590	0.4658406952524599	12
chr5	154431109	154432109		-	154432109	0.27449633699633696	16
chr5	154506098	154507098		-	154507098	0.7421048722519311	12
chr5	154509324	154510324		-	154510324	0.6986195993548935	14
chr5	154571045	154572045		-	154572045	0.03452944362035271	66
chr5	154571101	154572101		+	154572101	0.02959666596030232	77
chr5	154722047	154723047		-	154723047	0.49463432368769167	86
chr5	154722700	154723700		+	154723700	0.08666633702849683	67
chr5	154750115	154751115		+	154751115	0.8947520204663061	21
chr5	154871371	154872371		-	154872371	0.7674609715681144	14
chr5	154880044	154881044		+	154881044	0.5358887144601431	7
chr5	154882366	154883366		+	154883366	0.5890628978864272	6
chr5	154978769	154979769		-	154979769	0.002325581395348837	43
chr5	154978943	154979943		+	154979943	0.0	46
chr5	155011186	155012186		-	155012186	0.8755037043758768	137
chr5	155026251	155027251		+	155027251	0.946118892001245	15
chr5	155029652	155030652		-	155030652	0.79496336996337	7
chr5	155093500	155094500		-	155094500	0.8441685765215176	11
chr5	155129044	155130044		-	155130044	0.6279535637023559	27
chr5	155215966	155216966		+	155216966	0.4053728792657316	19
chr5	155218765	155219765		+	155219765	0.866528705963991	28
chr5	155251664	155252664		-	155252664	0.6149209486166008	7
chr5	155262152	155263152		+	155263152	0.93332104808405	17
chr5	155287983	155288983		-	155288983	0.03867862679728804	58
chr5	155383565	155384565		-	155384565	0.5962446944589802	14
chr5	155362423	155363423		+	155363423	0.897014019423559	16
chr5	155391210	155392210		+	155392210	0.0015151515151515145	110
chr5	155411723	155412723		+	155412723	0.9691065062388592	22
chr5	155471109	155472109		-	155472109	0.03404344193817878	19
chr5	155473970	155474970		+	155474970	0.42704183489658587	39
chr5	155527062	155528062		+	155528062	0.8160306068200804	11
chr5	155546645	155547645		+	155547645	0.8713709130375796	27
chr5	155645294	155646294		-	155646294	0.4692591683067493	24
chr5	155648681	155649681		+	155649681	0.6516076516076516	39
chr5	155930840	155931840		+	155931840	0.02545317929933314	13
chr5	156260683	156261683		+	156261683	0.39698238269666836	35
chr5	156377274	156378274		+	156378274	0.17262700534759357	8
chr5	156894096	156895096		-	156895096	0.027777777777777766	6
chr5	157267940	157268940		-	157268940	0.004464285714285712	16
chr5	157368311	157369311		+	157369311	0.19942103208505924	26
chr5	157481246	157482246		-	157482246	0.4328325716251412	10
chr5	157442109	157443109		+	157443109	0.29137626262626265	20
chr5	157587399	157588399		-	157588399	0.8960491430012089	17
chr5	157626988	157627988		-	157627988	0.7401836693713831	19
chr5	157660808	157661808		-	157661808	0.30088546940527294	29
chr5	157684206	157685206		-	157685206	0.6491141678116469	42
chr5	157698781	157699781		+	157699781	0.20391299158870257	7
chr5	157784053	157785053		+	157785053	0.34943593475002643	31
chr5	157863627	157864627		-	157864627	0.8891085152240757	18
chr5	157978120	157979120		-	157979120	0.6781534823201489	27
chr5	157940391	157941391		+	157941391	0.39401428885124534	10
chr5	157978038	157979038		+	157979038	0.7006215402954534	23
chr5	158093808	158094808		-	158094808	0.3190987785530552	67
chr5	158093011	158094011		+	158094011	0.8279793980027182	77
chr5	158097522	158098522		+	158098522	0.8399470899470899	9
chr5	158189505	158190505		-	158190505	0.804101785064416	92
chr5	158169836	158170836		+	158170836	0.8820159892370479	102
chr5	158188965	158189965		+	158189965	0.3454803108827877	17
chr5	158209280	158210280		-	158210280	0.9230291210465787	158
chr5	158214239	158215239		+	158215239	0.7135800310800311	10
chr5	158249431	158250431		+	158250431	0.2747126436781609	25
chr5	158261718	158262718		+	158262718	0.1431254791719908	43
chr5	158380316	158381316		-	158381316	0.0	31
chr5	158330270	158331270		+	158331270	0.7549679487179488	4
chr5	158452801	158453801		-	158453801	0.83731266263756	43
chr5	158498159	158499159		-	158499159	0.809187030075188	4
chr5	158511191	158512191		-	158512191	0.9312172640892364	17
chr5	158508913	158509913		-	158509913	0.8920151300050959	56
chr5	158528421	158529421		+	158529421	0.6194084810957876	11
chr5	158560553	158561553		-	158561553	0.8549486461251168	17
chr5	158574528	158575528		-	158575528	0.38160856217717115	14
chr5	158602094	158603094		-	158603094	0.9029733213270478	14
chr5	158713149	158714149		-	158714149	0.6689574314574314	14
chr5	158764609	158765609		+	158765609	0.8677434833684835	12
chr5	159013148	159014148		+	159014148	0.7636904761904761	7
chr5	159627711	159628711		-	159628711	0.022222222222222216	48
chr5	159628276	159629276		+	159629276	0.04166666666666666	12
chr5	159632810	159633810		+	159633810	0.8998414847306665	96
chr5	159737515	159738515		-	159738515	0.014583333333333332	40
chr5	159735473	159736473		+	159736473	0.027095238095238092	25
chr5	159755179	159756179		+	159756179	0.7779455532212886	16
chr5	159757659	159758659		+	159758659	0.7892616579662859	30
chr5	159790778	159791778		+	159791778	0.17285345588364165	68
chr5	159838316	159839316		+	159839316	0.917908082212895	66
chr5	159857983	159858983		-	159858983	0.563397052131172	14
chr5	159845537	159846537		+	159846537	0.6127136752136753	8
chr5	159859013	159860013		+	159860013	0.2948500290912875	34
chr5	159993752	159994752		-	159994752	0.9663461538461539	6
chr5	160039337	160040337		-	160040337	0.9198979591836735	7
chr5	160047797	160048797		-	160048797	0.8155372160519221	20
chr5	160043061	160044061		+	160044061	0.7642263600596934	18
chr5	160232782	160233782		-	160233782	0.8373194098009384	18
chr5	160288463	160289463		-	160289463	0.4128571428571428	5
chr5	160398778	160399778		-	160399778	0.38325922266139656	8
chr5	160392479	160393479		+	160393479	0.6689597960946464	14
chr5	160465363	160466363		-	160466363	0.8349882372886814	37
chr5	160479146	160480146		-	160480146	0.8115392735302237	39
chr5	160536707	160537707		+	160537707	0.4816890357905983	64
chr5	160542227	160543227		+	160543227	0.8913640884828965	20
chr5	160647036	160648036		-	160648036	0.020833333333333325	8
chr5	160714938	160715938		+	160715938	0.8728896103896104	16
chr5	160737644	160738644		-	160738644	0.8116666666666668	10
chr5	160867099	160868099		-	160868099	0.7568606801695037	20
chr5	160785794	160786794		+	160786794	0.905655080141112	39
chr5	160795821	160796821		+	160796821	0.8367385329791344	14
chr5	160854190	160855190		+	160855190	0.6990384615384616	13
chr5	160898121	160899121		-	160899121	0.14891219770941133	45
chr5	160927543	160928543		-	160928543	0.039523809523809524	15
chr5	160946593	160947593		-	160947593	0.07452867645175337	52
chr5	160949364	160950364		+	160950364	0.21562224352230155	32
chr5	160995743	160996743		+	160996743	0.8605757399163251	45
chr5	161001942	161002942		+	161002942	0.8696971161232838	20
chr5	161457239	161458239		-	161458239	0.5093434343434343	9
chr5	161466505	161467505		-	161467505	0.469223074904893	22
chr5	161587597	161588597		+	161588597	0.0	4
chr5	162076249	162077249		-	162077249	0.22374405429960978	54
chr5	162213590	162214590		+	162214590	0.0	7
chr5	162279662	162280662		-	162280662	0.314888214969029	34
chr5	162378428	162379428		-	162379428	0.01176470588235294	5
chr5	162375026	162376026		+	162376026	0.19204681872749102	14
chr5	162529037	162530037		-	162530037	0.027777777777777766	3
chr5	162595313	162596313		+	162596313	0.01125541125541125	14
chr5	163005738	163006738		+	163006738	0.16005291005291003	12
chr5	163124950	163125950		-	163125950	0.027777777777777766	3
chr5	163194162	163195162		-	163195162	0.1076388888888889	8
chr5	163295132	163296132		+	163296132	0.042124542124542114	13
chr5	163546233	163547233		-	163547233	0.009393939393939394	15
chr5	163573227	163574227		+	163574227	0.016666666666666666	12
chr5	163971490	163972490		-	163972490	0.21614163614163612	20
chr5	163971738	163972738		+	163972738	0.06452313118979786	36
chr5	163994279	163995279		-	163995279	0.003472222222222222	50
chr5	163994808	163995808		+	163995808	0.0037055335968379445	92
chr5	164028228	164029228		-	164029228	0.8825865654813024	12
chr5	164037229	164038229		+	164038229	0.7242150049812589	28
chr5	164243272	164244272		+	164244272	0.0974025974025974	10
chr5	164330337	164331337		-	164331337	0.38867137764196585	6
chr5	164390792	164391792		-	164391792	0.035	4
chr5	164422021	164423021		-	164423021	0.7024564406182054	20
chr5	164829400	164830400		+	164830400	0.7097036949978126	13
chr5	165001308	165002308		-	165002308	0.7817599704323841	46
chr5	165004186	165005186		+	165005186	0.48706870588306517	12
chr5	165135339	165136339		-	165136339	0.8479726610939722	66
chr5	165469472	165470472		-	165470472	0.26997631997632	21
chr5	165694203	165695203		-	165695203	0.21016056592979668	13
chr5	165777452	165778452		-	165778452	0.20371003996003997	12
chr5	166143601	166144601		+	166144601	0.05208333333333333	8
chr5	166317279	166318279		-	166318279	0.29306600785433734	23
chr5	166563196	166564196		-	166564196	0.39593698661331506	18
chr5	166766649	166767649		-	166767649	0.14945887445887446	7
chr5	166916083	166917083		+	166917083	0.18437118437118435	6
chr5	167429312	167430312		-	167430312	0.6085822009024624	27
chr5	167459963	167460963		-	167460963	0.5567313089565764	43
chr5	167512668	167513668		+	167513668	0.7028008915204037	82
chr5	167702056	167703056		-	167703056	0.3652589523833378	17
chr5	167941492	167942492		+	167942492	0.4055577122153209	4
chr5	168194374	168195374		-	168195374	0.23209541315711912	10
chr5	168487765	168488765		-	168488765	0.22536670563078126	33
chr5	168567075	168568075		-	168568075	0.24815644881434357	10
chr5	168699758	168700758		+	168700758	0.58005291005291	11
chr5	168761756	168762756		-	168762756	0.5935742523719886	34
chr5	168766229	168767229		-	168767229	0.8500775477430825	13
chr5	168825514	168826514		+	168826514	0.3931993035799264	34
chr5	168885990	168886990		-	168886990	0.8990849343416564	24
chr5	169020261	169021261		+	169021261	0.2895218349874466	53
chr5	169063085	169064085		+	169064085	0.7925917436409352	54
chr5	169113160	169114160		-	169114160	0.0042136193067044084	48
chr5	169087435	169088435		-	169088435	0.8620566933066933	16
chr5	169094755	169095755		-	169095755	0.843662028525144	12
chr5	169094685	169095685		+	169095685	0.8219182437539823	10
chr5	169150087	169151087		+	169151087	0.8078843618787229	14
chr5	169835714	169836714		-	169836714	0.5593445080430207	60
chr5	169240685	169241685		+	169241685	0.6804406850459482	10
chr5	169302890	169303890		-	169303890	0.9286333063915703	34
chr5	169421231	169422231		+	169422231	0.6695125004962733	34
chr5	169450426	169451426		+	169451426	0.9059257136928279	26
chr5	169527659	169528659		+	169528659	0.644817649281935	28
chr5	169547908	169548908		+	169548908	0.6567598751151382	30
chr5	169614564	169615564		+	169615564	0.6817404817404817	6
chr5	169798268	169799268		-	169799268	0.8727303574042704	15
chr5	169961258	169962258		-	169962258	0.38987633856199566	9
chr5	170118035	170119035		-	170119035	0.2169279692199896	31
chr5	169994717	169995717		+	169995717	0.20144724556489263	5
chr5	170086785	170087785		+	170087785	0.35629219910606696	12
chr5	170118146	170119146		+	170119146	0.16388182967130338	33
chr5	170171647	170172647		+	170172647	0.7426860679907138	63
chr5	170517930	170518930		-	170518930	0.43604494139253497	22
chr5	170565927	170566927		+	170566927	0.5995029605458331	23
chr5	170643374	170644374		+	170644374	0.8549061381280633	33
chr5	170679728	170680728		-	170680728	0.709188922171201	43
chr5	170736993	170737993		-	170737993	0.8345009157509157	22
chr5	170770838	170771838		+	170771838	0.9323591266041823	48
chr5	170835631	170836631		-	170836631	0.8623169541763605	34
chr5	170850571	170851571		-	170851571	0.6623897543207007	17
chr5	170869236	170870236		+	170870236	0.7140356125356125	30
chr5	170891329	170892329		+	170892329	0.7447258930160991	34
chr5	170927202	170928202		-	170928202	0.6975251606738284	23
chr5	170927327	170928327		+	170928327	0.7508697087117554	29
chr5	171156355	171157355		+	171157355	0.3880490544373216	16
chr5	171219202	171220202		-	171220202	0.07060916320551208	58
chr5	171296806	171297806		-	171297806	0.6318396269072366	22
chr5	171290049	171291049		-	171291049	0.7232867418529184	20
chr5	171321729	171322729		-	171322729	0.735135235135235	12
chr5	171321392	171322392		+	171322392	0.6953567266067266	10
chr5	171401330	171402330		+	171402330	0.3566820142361938	25
chr5	171406147	171407147		+	171407147	0.9443102629293216	28
chr5	171436194	171437194		+	171437194	0.8221165907440418	15
chr5	171682991	171683991		-	171683991	0.7490667768445546	9
chr5	171790985	171791985		+	171791985	0.9233162530227309	13
chr5	171822998	171823998		+	171823998	0.8138266081744342	15
chr5	171848587	171849587		+	171849587	0.9127928920796322	177
chr5	171884989	171885989		-	171885989	0.9198731995558619	38
chr5	171898442	171899442		+	171899442	0.9406187097368122	17
chr5	171904919	171905919		+	171905919	0.6042731899425264	26
chr5	171905442	171906442		+	171906442	0.5527191336524452	28
chr5	171905631	171906631		+	171906631	0.610310428466893	36
chr5	171926086	171927086		-	171927086	0.841170669374635	63
chr5	171926441	171927441		+	171927441	0.5196613608439441	67
chr5	171958976	171959976		+	171959976	0.043465793465793455	78
chr5	172034970	172035970		-	172035970	0.11858337912517479	25
chr5	172034183	172035183		+	172035183	0.24330357142857142	32
chr5	172122290	172123290		-	172123290	0.7139542045501798	19
chr5	172113449	172114449		+	172114449	0.7951096942273415	23
chr5	172122382	172123382		+	172123382	0.6322282121043731	17
chr5	172281816	172282816		-	172282816	0.8285849799517835	18
chr5	172277712	172278712		+	172278712	0.9037837158301363	28
chr5	172311951	172312951		+	172312951	0.7406675347282559	14
chr5	172375020	172376020		-	172376020	0.9160509730207873	16
chr5	172387414	172388414		-	172388414	0.6543410435718128	13
chr5	172545952	172546952		-	172546952	0.00357142857142857	60
chr5	172727531	172728531		-	172728531	0.005490405117270788	67
chr5	172733471	172734471		+	172734471	0.9190201301352671	27
chr5	172823409	172824409		-	172824409	0.014880952380952377	88
chr5	172791769	172792769		-	172792769	0.7688295831152975	7
chr5	172795002	172796002		-	172796002	0.9627607021125121	55
chr5	172824888	172825888		+	172825888	0.40619458458069657	32
chr5	172993533	172994533		-	172994533	0.1803678317567206	27
chr5	173018055	173019055		+	173019055	0.6087839303035382	15
chr5	173032039	173033039		+	173033039	0.6756686765615336	28
chr5	173097854	173098854		-	173098854	0.7281014270510069	35
chr5	173156007	173157007		-	173157007	0.675594735697114	22
chr5	173156836	173157836		+	173157836	0.8489956546090734	53
chr5	173180428	173181428		+	173181428	0.3138221767633532	37
chr5	173195899	173196899		-	173196899	0.8383701364013716	54
chr5	173201325	173202325		+	173202325	0.8583533092983671	30
chr5	173239630	173240630		-	173240630	0.8975670961723122	22
chr5	173294616	173295616		+	173295616	0.512526946737473	12
chr5	173302436	173303436		-	173303436	0.9530414187512158	100
chr5	173310310	173311310		-	173311310	0.021615569932583394	86
chr5	173310474	173311474		+	173311474	0.012953091684434969	67
chr5	173373396	173374396		+	173374396	0.5079334419487873	23
chr5	173380010	173381010		-	173381010	0.8108578202380298	26
chr5	173454311	173455311		+	173455311	0.9096211055189984	29
chr5	173493139	173494139		+	173494139	0.8077624473909303	19
chr5	173498434	173499434		-	173499434	0.0036596119929453255	81
chr5	173514518	173515518		+	173515518	0.8503901552204166	43
chr5	173522873	173523873		+	173523873	0.3699797745665292	46
chr5	173559833	173560833		+	173560833	0.9204702360383115	17
chr5	173595455	173596455		+	173596455	0.06539738672238406	56
chr5	173625396	173626396		-	173626396	0.9100275002808063	29
chr5	173683637	173684637		+	173684637	0.4088156938547428	42
chr5	173765499	173766499		-	173766499	0.7663581040930666	14
chr5	173774278	173775278		-	173775278	0.0029072681704260636	91
chr5	173808315	173809315		+	173809315	0.8473075362137862	32
chr5	173831698	173832698		-	173832698	0.5665402435933968	20
chr5	173833833	173834833		-	173834833	0.24735695871059968	73
chr5	173842787	173843787		+	173843787	0.19421879863056335	12
chr5	173867472	173868472		-	173868472	0.005	85
chr5	173867656	173868656		+	173868656	0.005915032679738562	85
chr5	173886516	173887516		+	173887516	0.7001651705167595	18
chr5	173901302	173902302		-	173902302	0.8385681918526178	9
chr5	173924050	173925050		+	173925050	0.4872294372294372	11
chr5	174082320	174083320		+	174083320	0.83073611474681	22
chr5	174118679	174119679		+	174119679	0.3438639791580968	12
chr5	174155712	174156712		-	174156712	0.00481283422459893	51
chr5	174181501	174182501		+	174182501	0.8035129445717681	15
chr5	174228576	174229576		+	174229576	0.6078856494043984	19
chr5	174285375	174286375		-	174286375	0.9101681076470992	21
chr5	174254091	174255091		-	174255091	0.8205862064678863	17
chr5	174311832	174312832		-	174312832	0.8059412258815741	44
chr5	174317650	174318650		+	174318650	0.7869754260076841	15
chr5	174330313	174331313		-	174331313	0.859921849337956	41
chr5	174427717	174428717		+	174428717	0.06106452027504659	65
chr5	174528505	174529505		+	174529505	0.9186476188643372	28
chr5	174579559	174580559		-	174580559	0.6052585731262201	8
chr5	174585042	174586042		+	174586042	0.10731553065129973	28
chr5	174625871	174626871		-	174626871	0.8046954691982959	25
chr5	174777553	174778553		+	174778553	0.6460776597140233	11
chr5	174876308	174877308		+	174877308	0.4865853741628687	40
chr5	175019911	175020911		+	175020911	0.5006337412587413	8
chr5	175053204	175054204		+	175054204	0.9444444444444443	6
chr5	175088034	175089034		-	175089034	0.9129982362136803	59
chr5	175101637	175102637		+	175102637	0.7399697312685428	6
chr5	175155540	175156540		+	175156540	0.8628312509612742	21
chr5	175172787	175173787		+	175173787	0.8324047323225376	24
chr5	175264557	175265557		+	175265557	0.13535914760980722	91
chr5	175293998	175294998		+	175294998	0.016107978279030908	76
chr5	175347218	175348218		+	175348218	0.715108235390098	24
chr5	175538018	175539018		-	175539018	0.05586663369914598	7
chr5	175465322	175466322		+	175466322	0.865736028996294	59
chr5	175635376	175636376		-	175636376	0.8425577282194929	20
chr5	175833559	175834559		+	175834559	0.4679783371531925	19
chr5	175986960	175987960		-	175987960	0.45834483458345954	86
chr5	175993700	175994700		-	175994700	0.8156312437562439	8
chr5	176021351	176022351		+	176022351	0.2719902690440448	37
chr5	176170967	176171967		+	176171967	0.573461832080806	21
chr5	176200849	176201849		+	176201849	0.796074116653292	44
chr5	176240666	176241666		-	176241666	0.8275739432219464	61
chr5	176246675	176247675		+	176247675	0.4187229437229437	8
chr5	176325137	176326137		-	176326137	0.1590083905415713	10
chr5	176339214	176340214		+	176340214	0.4661776657829677	26
chr5	176369679	176370679		-	176370679	0.8454027551003279	26
chr5	176511029	176512029		-	176512029	0.0	24
chr5	176515321	176516321		+	176516321	0.892550326089758	27
chr5	176548866	176549866		+	176549866	0.6033760433491218	17
chr5	176589432	176590432		-	176590432	0.8333181944011904	13
chr5	176604716	176605716		-	176605716	0.8947746697746698	22
chr5	176604256	176605256		+	176605256	0.9402413716957146	82
chr5	176605716	176606716		+	176606716	0.8821076097391884	44
chr5	176676304	176677304		-	176677304	0.9217486265012721	79
chr5	176672973	176673973		-	176673973	0.8863751780948125	30
chr5	176741879	176742879		-	176742879	0.7850738195331296	63
chr5	176780995	176781995		+	176781995	0.5797313797313797	16
chr5	176851413	176852413		+	176852413	0.9313705731241448	16
chr5	176905154	176906154		-	176906154	0.007581141909500116	67
chr5	176908833	176909833		+	176909833	0.35532570687440723	63
chr5	176911292	176912292		+	176912292	0.9484626570331219	15
chr5	176931956	176932956		-	176932956	0.008158216052952893	57
chr5	176932108	176933108		+	176933108	0.0026908023483365943	73
chr5	176959926	176960926		-	176960926	0.20336892661189337	45
chr5	176991792	176992792		+	176992792	0.00490489043120622	133
chr5	176995922	176996922		+	176996922	0.9586384680134681	12
chr5	177087076	177088076		-	177088076	0.04151515151515151	30
chr5	177081491	177082491		+	177082491	0.006060606060606059	88
chr5	177086073	177087073		+	177087073	0.2415441765931962	36
chr5	177091309	177092309		-	177092309	0.819009603323329	18
chr5	177155751	177156751		-	177156751	0.4258438650432114	54
chr5	177176114	177177114		-	177177114	0.6627769203680846	62
chr5	177175080	177176080		-	177176080	0.8303112325932703	28
chr5	177176254	177177254		+	177177254	0.5066341083826906	69
chr5	177193071	177194071		+	177194071	0.24511329135847745	41
chr5	177205784	177206784		+	177206784	0.6464223573284588	14
chr5	177288806	177289806		+	177289806	0.8612685445004735	25
chr5	177356146	177357146		+	177357146	0.0016233766233766226	44
chr5	177444172	177445172		-	177445172	0.7512566673092989	15
chr5	177564775	177565775		-	177565775	0.10626304156052438	52
chr5	177524637	177525637		-	177525637	0.9358474594547964	8
chr5	177564868	177565868		+	177565868	0.07572137547084284	58
chr5	177629122	177630122		+	177630122	0.5969265879725523	16
chr5	177675224	177676224		+	177676224	0.9400823748211777	202
chr5	177806964	177807964		+	177807964	0.8411064425770307	10
chr5	177808877	177809877		-	177809877	0.9414047459416672	106
chr5	177845953	177846953		-	177846953	0.02716607314760529	129
chr5	177846032	177847032		+	177847032	0.022712162723970364	137
chr5	177854986	177855986		-	177855986	0.010365853658536586	41
chr5	177893892	177894892		-	177894892	0.024812382739212	41
chr5	177888291	177889291		+	177889291	0.9124467209444239	31
chr5	177900145	177901145		+	177901145	0.7373222485587878	50
chr5	177926651	177927651		+	177927651	0.8125014590518281	39
chr5	177942879	177943879		-	177943879	0.951862436848169	162
chr5	177951782	177952782		-	177952782	0.8216613247863247	24
chr5	177967773	177968773		+	177968773	0.7541516200093451	28
chr5	177990206	177991206		-	177991206	0.5765726043503822	27
chr5	177988256	177989256		+	177989256	0.5611477472332735	24
chr5	178015618	178016618		-	178016618	0.0	3
chr5	178039598	178040598		-	178040598	0.00833333333333333	20
chr5	178053082	178054082		-	178054082	0.8648173631698619	42
chr5	178058943	178059943		-	178059943	0.12598048567717685	48
chr5	178095824	178096824		-	178096824	0.029911900964532542	57
chr5	178095888	178096888		+	178096888	0.022309561783245994	57
chr5	178133481	178134481		+	178134481	0.17457624631989957	50
chr5	178141411	178142411		+	178142411	0.014027269027269026	60
chr5	178326515	178327515		-	178327515	0.9765765765765766	37
chr5	178324645	178325645		+	178325645	0.9444444444444445	3
chr5	178340180	178341180		+	178341180	0.8253968253968255	3
chr5	178350546	178351546		-	178351546	0.7509980050250784	14
chr5	178350702	178351702		+	178351702	0.8322239422084623	14
chr5	178381044	178382044		-	178382044	0.7269391550132449	29
chr5	178414378	178415378		-	178415378	0.8893162393162394	6
chr5	178418648	178419648		+	178419648	0.6014163699877987	7
chr5	178487388	178488388		-	178488388	0.923071135242606	64
chr5	178487444	178488444		+	178488444	0.9294154683836634	76
chr5	178521682	178522682		+	178522682	0.8714490390937253	45
chr5	178546110	178547110		-	178547110	0.6667621744188564	35
chr5	178557543	178558543		+	178558543	0.9183700044811155	108
chr5	178558017	178559017		+	178559017	0.8635570235835487	65
chr5	178605970	178606970		+	178606970	0.8973004977718014	41
chr5	178628663	178629663		-	178629663	0.8580020990062719	23
chr5	178643778	178644778		-	178644778	0.8009407259407259	22
chr5	178662762	178663762		+	178663762	0.3300987272135515	51
